JLCPCB Basic & Promotional Extended parts: $0 feeder loading fee in Economic PCBA. Fetched 2026-09-16 via the parts API
(componentLibraryType=base + preferredComponentFlag=true + searchType=2). 1586 parts: 351 Basic, 1235 Promotional Extended.
columns: LCSC# | type | MPN | brand | package | price@1 | price@100 USD | stock | description

== 555 Timers / Counters (1)
C7562      | Promo | M24C02-WMN6TP                | STMicroelectronics | SOIC-8         | 0.1240 | 0.0988 |  208840 | -40℃~+85℃ 2.5V~5.5V 200 Years 2Kbit 4,000,000 Cycles 400kHz 5ms I2C SOIC-8 EEPROM ROHS
C79988     | Promo | M24C64-RMN6TP                | STMicroelectronics | SOIC-8         | 0.1444 | 0.1110 |  162510 | -40℃~+85℃ 1.8V~5.5V 1MHz 200 Years 4,000,000 Cycles 5ms 64Kbit Hardware write protection function、Noise suppre

== ESD and Surge Protection (TVS/ESD) (324)
C7420373   | Promo | H5VL06B                      | hongjiacheng       | DFN0603-2      | 0.0095 | 0.0095 |  880187 | -55℃~+125℃ 1 100nA 10V 15pF 5.6V 5V 80W 8A Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN0603-2 ESD and Sur
C22395515  | Promo | H12VS06B                     | hongjiacheng       | DFN0603-2L     | 0.0223 | 0.0223 |   11715 | -55℃~+125℃ 12V 16.5V 24V 3.5A@8/20us 3.5pF 500nA 85W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN0
C20615778  | Promo | H3V3L06B                     | hongjiacheng       | DFN0603-2L     | 0.0136 | 0.0136 |     947 | -55℃~+125℃ 10V 12pF 200nA 3.3V 6V 80W@8/20us 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN0603-2
C20617908  | Promo | H3V3U06B                     | hongjiacheng       | DFN0603-2L     | 0.0334 | 0.0334 |   15836 | -55℃~+125℃ 0.5pF 125W@8/20us 200nA 25V 3.3V 5A@8/20us 9V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN0603
C20615779  | Promo | H5VN06B                      | hongjiacheng       | DFN0603-2L     | 0.0140 | 0.0140 |   12037 | -55℃~+125℃ 100W@8/20us 12.5V 15pF 500nA 5V 8A@8/20us 9V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN0603-
C20615780  | Promo | H5VU06B                      | hongjiacheng       | DFN0603-2L     | 0.0290 | 0.0290 |   54195 | -55℃~+125℃ 0.5pF 125W@8/20us 200nA 25V 5A@8/20us 5V 9V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN0603-2
C20615790  | Promo | H12VL10B                     | hongjiacheng       | DFN1006-2L     | 0.0152 | 0.0152 |  876008 | -55℃~+125℃ 12V 12pF 15.8V 200W@8/20us 200nA 25.5V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1
C20615791  | Promo | H15VL10B                     | hongjiacheng       | DFN1006-2L     | 0.0196 | 0.0196 |  832279 | -55℃~+125℃ 15V 19.5V 200nA 20pF 320W@8/20us 40V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN100
C20615792  | Promo | H15VU10B                     | hongjiacheng       | DFN1006-2L     | 0.0247 | 0.0247 |  331767 | -55℃~+125℃ 0.3pF 15V 2.5A@8/20us 200nA 21.5V 35V 90W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1
C20615793  | Promo | H18VU10B                     | hongjiacheng       | DFN1006-2L     | 0.0276 | 0.0276 |    5387 | -55℃~+125℃ 0.6pF 18V 2.5A@8/20us 20.5V 200nA 33V 80W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1
C20617912  | Promo | H24VL10B                     | hongjiacheng       | DFN1006-2L     | 0.0325 | 0.0325 |  205420 | -55℃~+125℃ 200nA 20pF 24V 31V 480W@8/20us 60V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-
C22395516  | Promo | H24VN10U                     | hongjiacheng       | DFN1006-2L     | 0.0342 | 0.0342 |     518 | -55℃~+125℃ 1 100nA 220W@8/20us 24V 25pF 30V 44V 5A@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN10
C20615781  | Promo | H3V3L10B                     | hongjiacheng       | DFN1006-2L     | 0.0128 | 0.0128 | 5693461 | -55℃~+155℃ 11V 20pF 3.3V 5.5V 500nA 85W@8/20us 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006
C20617909  | Promo | H3V3N10B                     | hongjiacheng       | DFN1006-2L     | 0.0147 | 0.0147 |   29195 | -55℃~+125℃ 10V 12.5pF 3.3V 50nA 6V 80W@8/20us 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-
C20615782  | Promo | H3V3U10B                     | hongjiacheng       | DFN1006-2L     | 0.0317 | 0.0317 |   80646 | -55℃~+125℃ 0.3pF 125W@8/20us 200nA 25V 3.3V 5A@8/20us 6V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006
C20617910  | Promo | H4S5N10B                     | hongjiacheng       | DFN1006-2L     | 0.0325 | 0.0286 |    8165 | -55℃~+125℃ 100nA 100pF 15V 4.5V 5.5V 55A@8/20us 825W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1
C20615783  | Promo | H4V5N10B                     | hongjiacheng       | DFN1006-2L     | 0.0165 | 0.0165 |   28187 | -55℃~+125℃ 100nA 11V 4.5V 45A@8/20us 560W@8/20us 60pF 7.5V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN10
C7420372   | Promo | H5VL10B                      | hongjiacheng       | DFN1006-2L     | 0.0062 | 0.0062 | 13172562 | -55℃~+125℃ 1 100nA 10V 15pF 5.6V 50W 5A 5V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-2L ESD and Su
C20615784  | Promo | H5VL10BC                     | hongjiacheng       | DFN1006-2L     | 0.0085 | 0.0085 |   78351 | -55℃~+125℃ 100nA 12V 12pF 5V 8A@8/20us 95W@8/20us 9V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-2L 
C42413893  | Promo | H5VL10BH                     | hongjiacheng       | DFN1006-2L     | 0.0150 | 0.0150 |   23222 | -55℃~+150℃ 1 10V 200nA 3.5A@8/20us 36W@8/20us 5.5pF 5V 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN100
C20617911  | Promo | H5VS10BA                     | hongjiacheng       | DFN1006-2L     | 0.0127 | 0.0127 |   54636 | -55℃~+125℃ 10V 200nA 3.5A@8/20us 35W@8/20us 5.5pF 5V 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-
C20615785  | Promo | H5VS10BC                     | hongjiacheng       | DFN1006-2L     | 0.0130 | 0.0130 |    7784 | -55℃~+125℃ 10V 12V 2.5pF 200nA 25W@8/20us 2A@8/20us 5V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-2
C20615786  | Promo | H5VU10BB                     | hongjiacheng       | DFN1006-2L     | 0.0243 | 0.0243 |  123484 | -55℃~+125℃ 0.3pF 10V 120W@8/20us 200nA 24V 5A@8/20us 5V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-
C22395519  | Promo | H5VU10U                      | hongjiacheng       | DFN1006-2L     | 0.0178 | 0.0178 |   12350 | -55℃~+125℃ 0.8pF 1 16V 200nA 55W@8/20us 5A@8/20us 5V 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN1006
C20615787  | Promo | H7VL10B                      | hongjiacheng       | DFN1006-2L     | 0.0165 | 0.0165 |  795021 | -55℃~+155℃ 10V 12A@8/20us 16.7V 200W@8/20us 200nA 20pF 7V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN100
C20615788  | Promo | H7VN10B                      | hongjiacheng       | DFN1006-2L     | 0.0138 | 0.0138 |   17665 | -55℃~+125℃ 200nA 22pF 6A@8/20us 7V 80W@8/20us 9.6V 9V、14V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN100
C20615795  | Promo | H5VU13U                      | hongjiacheng       | DFN1006-3L     | 0.0300 | 0.0300 |   59089 | -55℃~+125℃ 0.4pF、0.8pF 15V 200nA 5A@8/20us 5V 75W@8/20us 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN
C20615797  | Promo | H10VH16U                     | hongjiacheng       | DFN1610-2L     | 0.0563 | 0.0446 |     400 | -55℃~+155℃ 1.58kW@8/20us 100nA 10V 13.5V 22V 550pF 72A@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional D
C20615798  | Promo | H12VH16U                     | hongjiacheng       | DFN1610-2L     | 0.0386 | 0.0304 |    6751 | -55℃~+155℃ 100A@8/20us 12V 17.8V 2.5kW@8/20us 200nA 25V 280pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional D
C20617914  | Promo | H20VH16U                     | hongjiacheng       | DFN1610-2L     | 0.0489 | 0.0391 |    6841 | -55℃~+125℃ 1.2kW@8/20us 20V 25.2V 32A@8/20us 38V 500nA 60pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN
C22395517  | Promo | H4V5H16U                     | hongjiacheng       | DFN1610-2L     | 0.0425 | 0.0375 |   58224 | -55℃~+125℃ 15V 185A@8/20us 2.775kW@8/20us 200nA 4.5V 650pF 7V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional D
C20617913  | Promo | H5VH16U                      | hongjiacheng       | DFN1610-2L     | 0.0566 | 0.0452 |    5572 | -55℃~+125℃ 1.95kW@8/20us 130A@8/20us 15V 1nF 1uA 5V 6V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN1610-
C20615796  | Promo | H7VH16U                      | hongjiacheng       | DFN1610-2L     | 0.0529 | 0.0425 |  116446 | -55℃~+125℃ 10V 115A@8/20us 2.3kW@8/20us 20V 500nA 7V 900pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN1
C20615799  | Promo | H12VH22U                     | hongjiacheng       | DFN2020-3L     | 0.0757 | 0.0599 |    1036 | -55℃~+125℃ 1.55nF 12V 16.5V 1uA 210A@8/20us 30V 6kW@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN2
C22395518  | Promo | H4V5H22B                     | hongjiacheng       | DFN2020-3L     | 0.1403 | 0.1110 |   25963 | -55℃~+125℃ 1uA 280A@8/20us 4.5V 5.88kW@8/20us 650pF 6V 8.5V、21V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 
C7420374   | Promo | H5VU25U                      | hongjiacheng       | DFN2510-10L    | 0.0409 | 0.0344 |    7089 | 14V 1uA 4A 56W 5V 6V Four channels TVS Unidirectional DFN2510-10L ESD and Surge Protection (TVS/ESD) ROHS
C20615800  | Promo | H5VU25UC                     | hongjiacheng       | DFN2510-10L    | 0.0301 | 0.0265 |   14704 | -55℃~+125℃ 0.4pF、0.8pF 10V 15V 1uA 5A@8/20us 5V 75W@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional DFN2
C19077597  | Promo | P6SMB15CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0507 | 0.0411 |  342640 | -55℃~+150℃ 1 12.8V 15.75V 21.2V 28.3A@10/1000us 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SM
C19077598  | Promo | P6SMB16CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0392 | 0.0345 |   50045 | -55℃~+150℃ 13.6V 16.8V 22.5V 26.6A@10/1000us 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) 
C19077599  | Promo | P6SMB18CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0333 | 0.0294 |   13066 | -55℃~+150℃ 15.3V 18.9V 23.8A@10/1000us 25.2V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) 
C19077600  | Promo | P6SMB30A                     | hongjiacheng       | DO-214AA(SMB)  | 0.0621 | 0.0485 |    8960 | -55℃~+150℃ 14.5A@10/1000us 25.6V 31.5V 41.4V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB)
C19077601  | Promo | P6SMB30CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0510 | 0.0414 |  116252 | 14.5A@10/1000us 25.6V 31.5V 41.4V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Sur
C19077602  | Promo | P6SMB36CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0493 | 0.0395 |   26945 | -55℃~+150℃ 12A@10/1000us 30.8V 37.8V 49.9V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ES
C19077595  | Promo | P6SMB6.8A                    | hongjiacheng       | DO-214AA(SMB)  | 0.0446 | 0.0350 |   25513 | -55℃~+150℃ 10.5V 1mA 5.8V 57.1A@10/1000us 600W@10/1000us 7.14V IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077596  | Promo | P6SMB6.8CA                   | hongjiacheng       | DO-214AA(SMB)  | 0.0431 | 0.0344 |  177685 | -55℃~+150℃ 1 10.5V 1mA 5.8V 57.1A@10/1000us 600W@10/1000us 7.14V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077565  | Promo | SMBJ12A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0502 | 0.0402 |   31756 | -55℃~+150℃ 12V 14.7V 19.9V 30.15A@10/1000us 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077566  | Promo | SMBJ12CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0467 | 0.0281 |  183388 | -55℃~+150℃ 1 12V 14.7V 19.9V 30.15A@10/1000us 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077567  | Promo | SMBJ13A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0483 | 0.0388 |   65480 | -55℃~+150℃ 13V 15.9V 21.5V 27.91A@10/1000us 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077568  | Promo | SMBJ13CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0380 | 0.0337 |   52931 | -55℃~+150℃ 1 13V 15.9V 21.5V 27.91A@10/1000us 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C41376097  | Promo | SMBJ14CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0525 | 0.0431 |   37125 | -55℃~+150℃ 1 14V 17.2V 23.2V 25.86A 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and S
C19077569  | Promo | SMBJ15A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0483 | 0.0388 |   35187 | -55℃~+150℃ 15V 18.5V 24.4V 24.59A@10/1000us 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077570  | Promo | SMBJ15CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0518 | 0.0422 |  184237 | -55℃~+150℃ 1 15V 18.5V 24.4V 24.59A@10/1000us 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077571  | Promo | SMBJ16A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0319 | 0.0279 |  131685 | 16V 19.7V 23.08A 26V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and Surge Protectio
C19077572  | Promo | SMBJ16CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0499 | 0.0402 |  186165 | -55℃~+150℃ 1 16V 19.7V 23.08A@10/1000us 26V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) E
C41376104  | Promo | SMBJ170A                     | hongjiacheng       | DO-214AA(SMB)  | 0.0471 | 0.0377 |   32121 | -55℃~+150℃ 1 170V 2.18A 209V 275V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and Su
C19077573  | Promo | SMBJ18A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0474 | 0.0378 |   35972 | -55℃~+150℃ 18V 20.55A@10/1000us 22.1V 29.2V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077574  | Promo | SMBJ18CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0508 | 0.0413 |   64986 | -55℃~+150℃ 1 18V 20.55A 22.1V 29.2V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and S
C19077575  | Promo | SMBJ20A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0474 | 0.0378 |   30834 | -55℃~+150℃ 18.52A@10/1000us 20V 24.5V 32.4V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077576  | Promo | SMBJ20CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0358 | 0.0319 |   37786 | 18.52A@10/1000us 20V 24.5V 32.4V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surg
C19077577  | Promo | SMBJ22CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0478 | 0.0383 |    5558 | -55℃~+150℃ 1 16.9A@10/1000us 22V 26.9V 35.5V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) 
C19077578  | Promo | SMBJ24A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0516 | 0.0419 |   23006 | -55℃~+150℃ 15.42A@10/1000us 24V 29.5V 38.9V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077579  | Promo | SMBJ24CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0467 | 0.0290 |  227225 | -55℃~+150℃ 1 15.42A@10/1000us 24V 29.5V 38.9V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077580  | Promo | SMBJ26A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0474 | 0.0378 |   35733 | -55℃~+150℃ 14.25A@10/1000us 26V 31.9V 42.1V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077581  | Promo | SMBJ26CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0547 | 0.0455 |  715729 | -55℃~+150℃ 1 14.25A@10/1000us 26V 31.9V 42.1V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077582  | Promo | SMBJ28A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0450 | 0.0359 |   32303 | -55℃~+150℃ 1 13.22A@10/1000us 28V 34.4V 45.4V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB
C19077583  | Promo | SMBJ28CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0502 | 0.0406 |  128904 | -55℃~+150℃ 1 13.22A@10/1000us 28V 34.4V 45.4V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077556  | Promo | SMBJ3.3A                     | hongjiacheng       | DO-214AA(SMB)  | 0.0889 | 0.0715 |   35055 | -55℃~+150℃ 3.3V 6.5V 600W@10/1000us 600uA 75A@10/1000us 8V IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD 
C19077557  | Promo | SMBJ3.3CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0674 | 0.0602 |   27869 | -55℃~+150℃ 3.3V 6.5V 600W@10/1000us 600uA 75A@10/1000us 8V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD a
C19077584  | Promo | SMBJ30A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0466 | 0.0380 |  342323 | -55℃~+150℃ 1 12.4A@10/1000us 30V 36.8V 48.4V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB)
C19077585  | Promo | SMBJ30CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0489 | 0.0403 |  179719 | -55℃~+150℃ 1 12.4A@10/1000us 30V 36.8V 48.4V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) 
C19077586  | Promo | SMBJ33A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0483 | 0.0388 |   82372 | -55℃~+150℃ 11.26A@10/1000us 33V 40.6V 53.3V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) 
C19077587  | Promo | SMBJ33CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0485 | 0.0389 |  385845 | -55℃~+150℃ 1 11.26A@10/1000us 33V 40.6V 53.3V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077588  | Promo | SMBJ36A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0471 | 0.0384 |   47089 | -55℃~+150℃ 1 10.33A 36V 44.2V 58.1V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and 
C19077589  | Promo | SMBJ36CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0551 | 0.0460 |  503249 | -55℃~+150℃ 1 10.33A@10/1000us 36V 44.2V 58.1V 5uA 600W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB)
C19077590  | Promo | SMBJ40CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0493 | 0.0397 |   67637 | -55℃~+150℃ 1 40V 49.1V 5uA 600W@10/1000us 64.5V 9.3A@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) E
C41376098  | Promo | SMBJ43CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0449 | 0.0355 |   25316 | -55℃~+150℃ 1 43V 52.8V 5uA 600W@10/1000us 69.4V 8.65A Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Su
C19077591  | Promo | SMBJ48CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0471 | 0.0377 |   18149 | -55℃~+150℃ 1 48V 58.9V 5uA 600W@10/1000us 7.75A@10/1000us 77.4V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) 
C19077558  | Promo | SMBJ5.0A                     | hongjiacheng       | DO-214AA(SMB)  | 0.0452 | 0.0361 |  111020 | -55℃~+150℃ 1 5V 600W@10/1000us 65.22A@10/1000us 7V 800uA 9.2V IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) E
C19077559  | Promo | SMBJ5.0CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0558 | 0.0460 |  243094 | -55℃~+150℃ 5V 600W@10/1000us 65.22A@10/1000us 7V 800uA 9.2V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD 
C41376101  | Promo | SMBJ51CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0449 | 0.0355 |      20 | -55℃~+150℃ 1 51V 5uA 600W@10/1000us 62.7V 7.28A 82.4V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Su
C41376102  | Promo | SMBJ58A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0494 | 0.0400 |   49983 | -55℃~+150℃ 1 58V 5uA 6.41A 600W@10/1000us 71.2V 93.6V IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and S
C19077592  | Promo | SMBJ58CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0511 | 0.0416 |  224549 | -55℃~+150℃ 1 58V 5uA 6.41A@10/1000us 600W@10/1000us 71.2V 93.6V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) 
C19077560  | Promo | SMBJ6.0A                     | hongjiacheng       | DO-214AA(SMB)  | 0.0552 | 0.0452 |  233062 | -55℃~+150℃ 10.3V 58.25A@10/1000us 600W@10/1000us 6V 7.37V 800uA IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB)
C19077561  | Promo | SMBJ6.0CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0472 | 0.0377 | 1513282 | -55℃~+150℃ 1 10.3V 58.25A@10/1000us 600W@10/1000us 6V 7.37V 800uA Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB
C7420377   | Basic | SMBJ6.5CA                    | hongjiacheng       | DO-214AA(SMB)  | 0.0373 | 0.0320 |  847824 | -55℃~+150℃ 1 11.2V 500uA 53.57A 6.5V 600W 7.22V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Pr
C19077593  | Promo | SMBJ60CA                     | hongjiacheng       | DO-214AA(SMB)  | 0.0513 | 0.0416 |  430892 | -55℃~+150℃ 5uA 6.2A@10/1000us 600W@10/1000us 60V 73.7V 96.8V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD
C19077594  | Promo | SMBJ64A                      | hongjiacheng       | DO-214AA(SMB)  | 0.0408 | 0.0362 |   43454 | -55℃~+150℃ 103V 5.83A@10/1000us 5uA 600W@10/1000us 64V 78.6V IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ES
