JLCPCB Basic & Promotional Extended parts: $0 feeder loading fee in Economic PCBA. Fetched 2026-09-16 via the parts API
(componentLibraryType=base + preferredComponentFlag=true + searchType=2). 1586 parts: 351 Basic, 1235 Promotional Extended.
columns: LCSC# | type | MPN | brand | package | price@1 | price@100 USD | stock | description

== 555 Timers / Counters (1)
C20617920  | Promo | H12VND3B                     | hongjiacheng       | SOD-323        | 0.0261 | 0.0261 |   98679 | -55℃~+125℃ 1.26kW@8/20us 12V 16.5V 1uA 35A@8/20us 36V 50pF Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-3
C20615811  | Promo | H12VSD3B                     | hongjiacheng       | SOD-323        | 0.0312 | 0.0278 |  123659 | -55℃~+125℃ 1.5pF 12V 16.5V 1uA 20A@8/20us 20V、28V、32V 640W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-
C20615812  | Promo | H15VHD3U                     | hongjiacheng       | SOD-323        | 0.0425 | 0.0337 |   40763 | -55℃~+125℃ 120A@8/20us 15V 19.3V 1uA 300pF 36V 4.32kW@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SO
C20615813  | Promo | H15VND3B                     | hongjiacheng       | SOD-323        | 0.0347 | 0.0347 |  811856 | -55℃~+125℃ 15V 200nA 20V 304W@8/20us 30pF 38V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 
C20615814  | Promo | H15VSD3B                     | hongjiacheng       | SOD-323        | 0.0460 | 0.0366 |     716 | -55℃~+125℃ 1.5pF 12A@8/20us 15V 19.5V 1uA 32V 385W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-32
C20615815  | Promo | H24VND3BA                    | hongjiacheng       | SOD-323        | 0.0388 | 0.0388 |    3768 | -55℃~+155℃ 1uA 24V 30pF 31V 350W@8/20us 50V 7A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 ES
C20615816  | Promo | H36VND3B                     | hongjiacheng       | SOD-323        | 0.0369 | 0.0369 |  140723 | -55℃~+125℃ 1uA 20pF 325W@8/20us 36V 45V 5A@8/20us 65V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 ES
C42413887  | Promo | H36VND3U                     | hongjiacheng       | SOD-323        | 0.0319 | 0.0319 |  173405 | -55℃~+150℃ 1 300W@8/20us 30pF 36V 45V 500nA 5A@8/20us 60V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-3
C20617915  | Promo | H3V3HD3B                     | hongjiacheng       | SOD-323        | 0.0319 | 0.0319 |   82724 | -55℃~+155℃ 100pF 17V 25A@8/20us 3.3V 375W@8/20us 500nA 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-32
C20615801  | Promo | H3V3HD3U                     | hongjiacheng       | SOD-323        | 0.0243 | 0.0243 | 1180572 | -55℃~+125℃ 14V 200pF 20A@8/20us 3.3V 300W@8/20us 500nA 7V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-3
C20615802  | Promo | H3V3SD3B                     | hongjiacheng       | SOD-323        | 0.0416 | 0.0336 |  813017 | -55℃~+155℃ 19V 1pF 20A@8/20us 3.3V 380W@8/20us 500nA 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 
C20615803  | Promo | H4V5HD3B                     | hongjiacheng       | SOD-323        | 0.0356 | 0.0356 |  126002 | -55℃~+125℃ 100pF 10V 200nA 4.5V 400W@8/20us 40A@8/20us 7V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-32
C20617916  | Promo | H4V5HD3U                     | hongjiacheng       | SOD-323        | 0.0304 | 0.0298 |  331341 | -55℃~+125℃ 185A@8/20us 2.775kW@8/20us 200nA 4.5V 600pF 7V 7V、15V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectiona
C20615804  | Promo | H5VHD3BC                     | hongjiacheng       | SOD-323        | 0.0370 | 0.0370 |  135846 | -55℃~+155℃ 100pF 16V 200nA 25A@8/20us 400W@8/20us 5V 6V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 
C20617918  | Promo | H5VHD3U                      | hongjiacheng       | SOD-323        | 0.0254 | 0.0254 |  246687 | -55℃~+125℃ 14V 185pF 200nA 25A@8/20us 350W@8/20us 5V 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-323
C20617917  | Promo | H5VHD3UA                     | hongjiacheng       | SOD-323        | 0.0561 | 0.0446 |    6933 | -55℃~+125℃ 130A@8/20us 16V 1uA 2.08kW@8/20us 5V 850pF 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-32
C20615805  | Promo | H5VLD3B                      | hongjiacheng       | SOD-323        | 0.0210 | 0.0210 | 2285166 | -55℃~+125℃ 12V 15pF 50nA 5V 6V 8A@8/20us 95W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 ESD 
C20615806  | Promo | H5VSD3B                      | hongjiacheng       | SOD-323        | 0.0491 | 0.0403 |  895035 | -55℃~+155℃ 1.5pF 200nA 20V 25A@8/20us 500W@8/20us 5V 9V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323 
C20615807  | Promo | H7VHD3UA                     | hongjiacheng       | SOD-323        | 0.0502 | 0.0400 |  705929 | -55℃~+125℃ 130A@8/20us 1uA 2.34kW@8/20us 500pF 7V 9.5V、18V 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional S
C20615808  | Promo | H8VHD3B                      | hongjiacheng       | SOD-323        | 0.0333 | 0.0333 |  126372 | -55℃~+125℃ 100nA 11.5V 120pF 20A@8/20us 25V 500W@8/20us 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-3
C20615809  | Promo | H8VSD3B                      | hongjiacheng       | SOD-323        | 0.0467 | 0.0375 |   69791 | -55℃~+125℃ 10V 13V、25V 1pF 20A@8/20us 2uA 500W@8/20us 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-323
C20617922  | Promo | H12VND5U                     | hongjiacheng       | SOD-523        | 0.0262 | 0.0262 |   77412 | 100nA 12V 15A@8/20us 16V 24V 360W@8/20us 90pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 ESD and S
C20615822  | Promo | H36VND5U                     | hongjiacheng       | SOD-523        | 0.0247 | 0.0247 |   13724 | -55℃~+125℃ 200nA 260W@8/20us 30pF 36V 45V 4A@8/20us 65V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523
C20615817  | Promo | H3V3LD5B                     | hongjiacheng       | SOD-523        | 0.0184 | 0.0184 | 4159418 | -55℃~+125℃ 100W@8/20us 12.5pF 12V 200nA 3.3V 6.5V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-
C20615818  | Promo | H5VND5B                      | hongjiacheng       | SOD-523        | 0.0215 | 0.0215 |  302860 | -55℃~+155℃ 120W@8/20us 15V 200nA 20pF 5V 8A@8/20us 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 ES
C42413899  | Promo | H5VND5BA                     | hongjiacheng       | SOD-523        | 0.0308 | 0.0308 |    7298 | -55℃~+125℃ 1 120W@8/20us 15V 200nA 20pF 5V 8A@8/20us 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 
C20615819  | Promo | H5VND5UB                     | hongjiacheng       | SOD-523        | 0.0218 | 0.0218 |    3677 | -55℃~+125℃ 165W@8/20us 18.6V 1uA 5V 6A@8/20us 6V 80pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 E
C20615820  | Promo | H5VUD5BB                     | hongjiacheng       | SOD-523        | 0.0402 | 0.0402 |  404609 | -55℃~+125℃ 0.3pF 10V 125W@8/20us 200nA 25V 5A@8/20us 5V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 
C20617921  | Promo | H5VUD5U                      | hongjiacheng       | SOD-523        | 0.0221 | 0.0221 |   18741 | -55℃~+125℃ 0.8pF 15V 200nA 5A@8/20us 5V 75W@8/20us 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 E
C20615821  | Promo | H7VND5U                      | hongjiacheng       | SOD-523        | 0.0248 | 0.0248 |   18612 | -55℃~+125℃ 175W@8/20us 1uA 22V 65pF 7V 8A@8/20us 9.5V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-523 E
C22395520  | Promo | H5VUT1B                      | hongjiacheng       | SOT-143        | 0.0649 | 0.0516 |    4788 | -55℃~+125℃ 0.3pF、0.6pF 15V 500nA 5A@8/20us 5V 6V 75W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-
C20617927  | Promo | H12VNT2B                     | hongjiacheng       | SOT-23         | 0.0565 | 0.0450 |    3784 | -55℃~+125℃ 1.26kW@8/20us 12V 16.5V 1uA 35A@8/20us 36V 60pF Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-2
C20615826  | Promo | H12VNT2U                     | hongjiacheng       | SOT-23         | 0.0290 | 0.0290 |    9779 | -55℃~+125℃ 1.26kW@8/20us 12V 16V 1uA 35A@8/20us 36V 60pF ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23
C20617928  | Promo | H15VNT2B                     | hongjiacheng       | SOT-23         | 0.0574 | 0.0458 |   57817 | -55℃~+125℃ 15V 19V 200nA 25pF 300W@8/20us 38.5V 8A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23
C20615827  | Promo | H24VNT2B                     | hongjiacheng       | SOT-23         | 0.0568 | 0.0453 |  196444 | -55℃~+125℃ 1uA 24V 30V 36pF 385W@8/20us 55V 7A@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD
C20615828  | Promo | H36VLT2B                     | hongjiacheng       | SOT-23         | 0.0525 | 0.0413 |    3735 | 18pF 1uA 300W@8/20us 36V 45V 4A@8/20us 75V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD and Surge 
C20617923  | Promo | H3V3HT2B                     | hongjiacheng       | SOT-23         | 0.0355 | 0.0311 |   22072 | -55℃~+125℃ 100pF 15V 1uA 25A@8/20us 3.3V 350W@8/20us 7V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 E
C20617924  | Promo | H3V3HT2U                     | hongjiacheng       | SOT-23         | 0.0330 | 0.0330 |   13509 | -55℃~+125℃ 14V 200pF 25A@8/20us 280W@8/20us 3.3V 500nA 7V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-2
C20617926  | Promo | H5VHT2B                      | hongjiacheng       | SOT-23         | 0.0557 | 0.0442 |    8271 | -55℃~+125℃ 16.7V 185pF 200nA 25A@8/20us 415W@8/20us 5V 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23
C20615823  | Promo | H5VHT2U                      | hongjiacheng       | SOT-23         | 0.0333 | 0.0333 |   21168 | -55℃~+125℃ 14V 180pF 200nA 25A@8/20us 350W@8/20us 5V 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23 
C20617925  | Promo | H5VNT2B                      | hongjiacheng       | SOT-23         | 0.0361 | 0.0361 |  168090 | -55℃~+125℃ 100nA 12V 20pF 5V 8A@8/20us 8V 95W@8/20us Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD 
C20615824  | Promo | H5VUT2U                      | hongjiacheng       | SOT-23         | 0.0558 | 0.0446 |  130271 | -55℃~+125℃ 0.3pF、0.6pF 16V 200nA 5A@8/20us 5V 80W@8/20us 9V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT
C20615825  | Promo | H8VNT2B                      | hongjiacheng       | SOT-23         | 0.0394 | 0.0345 |   55175 | -55℃~+125℃ 12V 1uA 20A@8/20us 25V 500W@8/20us 60pF 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT-23 ESD
C32677     | Basic | PSM712-LF-T7                 | ProTek Devices     | SOT-23         | 0.3114 | 0.2440 |   89090 | -55℃~+150℃ 12V 13.3V 19V 1uA、20uA 30A@8/20us、34A@8/20us 600W@8/20us 75pF IEC 61000-4-2、IEC 61000-4-5、IEC 61000
C42413902  | Promo | SM08                         | hongjiacheng       | SOT-23         | 0.0300 | 0.0300 |   13640 | -55℃~+150℃ 1 13.4V 13.4V 15A 1uA 240pF 350W 8V ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protectio
C42413903  | Promo | SM12                         | hongjiacheng       | SOT-23         | 0.0317 | 0.0317 |    4816 | -55℃~+125℃ 1 11A 12V 13.3V 130pF 19V 1uA 350W ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection
C42413904  | Promo | SM18                         | hongjiacheng       | SOT-23         | 0.0411 | 0.0411 |    5174 | -55℃~+125℃ 1 100pF 18V 1uA 20V 29V 350W 9A ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (T
C42413905  | Promo | SM24                         | hongjiacheng       | SOT-23         | 0.0311 | 0.0311 |    3012 | -55℃~+125℃ 1 1uA 24V 26.7V 350W 43V 7A 80pF ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (
C42413906  | Promo | SM36                         | hongjiacheng       | SOT-23         | 0.0317 | 0.0317 |   33966 | -55℃~+125℃ 1 1uA 350W 36V 40V 4A@8/20us 60V 60pF ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protect
C7420375   | Promo | SM712                        | hongjiacheng       | SOT-23         | 0.0695 | 0.0602 |  557177 | -55℃~+125℃ 12A 16V、26V 1uA、2uA 2 300W 7.5V、13.5V 75pF 7V、12V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOT
C85364     | Promo | SRV05-4-P-T7                 | ProTek Devices     | SOT-23-6       | 0.2964 | 0.2426 |    2537 | 12V 1A@8/20us 3.5pF 500W@8/20us 5V 5uA 6V ESD Four channels IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 SOT-23-6
C7420376   | Promo | SRV05-4                      | hongjiacheng       | SOT-23-6L      | 0.0815 | 0.0718 |       2 | -55℃~+150℃ 15V 1pF 4A 5V 5uA 6V 80W ESD Four channels IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23-6L ESD
C20615829  | Promo | SRV05-4A                     | hongjiacheng       | SOT-23-6L      | 0.0453 | 0.0369 |     530 | -55℃~+155℃ 0.5pF、1pF 15V 4A@8/20us 5V 5uA 6V 80W@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23-
C20615830  | Promo | H5VUT3UA                     | hongjiacheng       | SOT-363        | 0.0514 | 0.0447 |   12435 | -55℃~+125℃ 0.4pF、0.8pF 15V 500nA 5A@8/20us 5V 6V 75W@8/20us ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT

== FET Input Amplifiers (1)
C6961      | Basic | TL072CDT                     | STMicroelectronics | SO-8           | 0.1557 | 0.1220 |  133653 | 0℃~+70℃ 1.4mA 10uV/℃ 15nV/√Hz@1kHz 16V/us 2 20pA 3mV 40mA 4MHz 5pA 6V~36V 86dB Short-Circuit  Protection、Built

== Fast Recovery / High Efficiency Diodes (55)
C412437    | Basic | US1M                         | MDD(Microdiode Sem | SMA            | 0.0128 | 0.0128 | 3058508 | -55℃~+150℃ 1 Independent 1.65V@1A 1A 1kV 30A 5uA@1kV 75ns SMA Fast Recovery / High Efficiency Diodes ROHS
C18199157  | Promo | ES1B                         | hongjiacheng       | SMA(DO-214AC)  | 0.0157 | 0.0157 |  342369 | -55℃~+150℃ 1 Independent 100V 1A 1V@1A 2uA@100V 30A 35ns SMA(DO-214AC) Fast Recovery / High Efficiency Diodes 
C18199158  | Promo | ES1D                         | hongjiacheng       | SMA(DO-214AC)  | 0.0178 | 0.0178 |  419452 | -55℃~+150℃ 1 Independent 1A 1V@1A 200V 2uA@200V 30A 35ns SMA(DO-214AC) Fast Recovery / High Efficiency Diodes 
C18199138  | Promo | ES1G                         | hongjiacheng       | SMA(DO-214AC)  | 0.0160 | 0.0160 |   89503 | -55℃~+150℃ 1 Independent 1.3V@1A 1A 2uA@400V 30A 35ns 400V SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C18199159  | Promo | ES1J                         | hongjiacheng       | SMA(DO-214AC)  | 0.0134 | 0.0134 |  523768 | -55℃~+150℃ 1 Independent 1.7V@1A 1A 2uA@600V 30A 35ns 600V SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C18199160  | Promo | ES1M                         | hongjiacheng       | SMA(DO-214AC)  | 0.0144 | 0.0144 |    6799 | -55℃~+150℃ 1 Independent 1.7V@1A 1A 1kV 2uA 30A 35ns SMA(DO-214AC) Fast Recovery / High Efficiency Diodes ROHS
C18199139  | Promo | ES2A                         | hongjiacheng       | SMA(DO-214AC)  | 0.0240 | 0.0240 |   10727 | -55℃~+150℃ 1 Independent 1V@2A 2A 2uA@50V 35ns 50A 50V SMA(DO-214AC) Fast Recovery / High Efficiency Diodes RO
C18199161  | Promo | ES2D                         | hongjiacheng       | SMA(DO-214AC)  | 0.0242 | 0.0242 |   44035 | -55℃~+150℃ 1 Independent 1V@2A 200V 2A 2uA@200V 35ns 50A SMA(DO-214AC) Fast Recovery / High Efficiency Diodes 
C18199140  | Promo | ES2G                         | hongjiacheng       | SMA(DO-214AC)  | 0.0210 | 0.0210 |   62556 | -55℃~+150℃ 1 Independent 1.3V@2A 2A 2uA@400V 35ns 400V 50A SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C7420341   | Promo | ES2J                         | hongjiacheng       | SMA(DO-214AC)  | 0.0185 | 0.0185 |  373977 | -55℃~+150℃ 1 Independent 1.7V@2A 2A 35ns 50A 5uA@600V 600V SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C18199146  | Promo | MURS160                      | hongjiacheng       | SMA(DO-214AC)  | 0.0259 | 0.0228 |   26037 | -55℃~+150℃ 1 Independent 1.25V@1A 1A 30A 50ns 5uA@600V 600V SMA(DO-214AC) Fast Recovery / High Efficiency Diod
C18199117  | Promo | RS1G                         | hongjiacheng       | SMA(DO-214AC)  | 0.0131 | 0.0131 |   22925 | -55℃~+150℃ 1 Independent 1.3V@1A 150ns 1A 30A 400V 5uA@400V SMA(DO-214AC) Fast Recovery / High Efficiency Diod
C18199118  | Promo | RS1J                         | hongjiacheng       | SMA(DO-214AC)  | 0.0132 | 0.0132 |   34756 | -55℃~+150℃ 1 Independent 1.3V@1A 1A 250ns 30A 5uA@600V 600V SMA(DO-214AC) Fast Recovery / High Efficiency Diod
C7420358   | Promo | RS1M                         | hongjiacheng       | SMA(DO-214AC)  | 0.0133 | 0.0133 |  780148 | -55℃~+150℃ 1 Independent 1.3V@1A 1A 1kV 2uA@1000V 30A 500ns SMA(DO-214AC) Fast Recovery / High Efficiency Diod
C7420359   | Promo | RS2M                         | hongjiacheng       | SMA(DO-214AC)  | 0.0154 | 0.0154 |  288864 | -55℃~+150℃ 1 Independent 1.3V@2A 1kV 2A 500ns 50A 5uA@1kV SMA(DO-214AC) Fast Recovery / High Efficiency Diodes
C18199125  | Promo | US1A                         | hongjiacheng       | SMA(DO-214AC)  | 0.0142 | 0.0142 |      16 | -55℃~+150℃ 1 Independent 1A 1V@1A 30A 50V 50ns 5uA@50V SMA(DO-214AC) Fast Recovery / High Efficiency Diodes RO
C18199126  | Promo | US1B                         | hongjiacheng       | SMA(DO-214AC)  | 0.0143 | 0.0143 |    7194 | -55℃~+150℃ 1 Independent 100V 1A 1V@1A 30A 50ns 5uA@100V SMA(DO-214AC) Fast Recovery / High Efficiency Diodes 
C18199127  | Promo | US1G                         | hongjiacheng       | SMA(DO-214AC)  | 0.0150 | 0.0150 |   39029 | -55℃~+150℃ 1 Independent 1.4V@1A 1A 30A 400V 50ns 5uA@400V SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C18199128  | Promo | US1J                         | hongjiacheng       | SMA(DO-214AC)  | 0.0145 | 0.0113 |   68797 | -55℃~+150℃ 1 Independent 1.7V@1A 1A 30A 5uA@600V 600V 75ns SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C18199129  | Promo | US1K                         | hongjiacheng       | SMA(DO-214AC)  | 0.0101 | 0.0101 |   44143 | -55℃~+150℃ 1 Independent 1.7V@1A 1A 30A 5uA@800V 75ns 800V SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C7420317   | Promo | US1M                         | hongjiacheng       | SMA(DO-214AC)  | 0.0133 | 0.0109 |  480480 | -55℃~+150℃ 1 Independent 1.7V@1A 1A 1kV 2uA@1000V 30A 75ns SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C18199133  | Promo | US2D                         | hongjiacheng       | SMA(DO-214AC)  | 0.0220 | 0.0220 |    5177 | -55℃~+150℃ 1 Independent 1V@2A 200V 2A 2uA@200V 50A 50ns SMA(DO-214AC) Fast Recovery / High Efficiency Diodes 
C18199132  | Promo | US2M                         | hongjiacheng       | SMA(DO-214AC)  | 0.0225 | 0.0225 |  155275 | -55℃~+150℃ 1 Independent 1.7V@2A 1kV 2A 2uA@1000V 50A 75ns SMA(DO-214AC) Fast Recovery / High Efficiency Diode
C7420342   | Promo | ES2JF                        | hongjiacheng       | SMAF           | 0.0170 | 0.0170 |   91144 | -55℃~+150℃ 1 Independent 1.7V@2A 2A 35ns 50A 5uA@600V 600V SMAF Fast Recovery / High Efficiency Diodes ROHS
C18199115  | Promo | RS1MF                        | hongjiacheng       | SMAF           | 0.0108 | 0.0108 |   28781 | -55℃~+150℃ 1 Independent 1.3V@1A 1A 1kV 30A 500ns 5uA@1kV SMAF Fast Recovery / High Efficiency Diodes ROHS
C41411743  | Promo | RS2MF                        | hongjiacheng       | SMAF           | 0.0168 | 0.0168 |  107164 | -55℃~+150℃ 1 Independent 1.3V@2A 1kV 2A 500ns 50A 5uA SMAF Fast Recovery / High Efficiency Diodes ROHS
C18199116  | Promo | RS3MF                        | hongjiacheng       | SMAF           | 0.0228 | 0.0228 |  101977 | -55℃~+150℃ 1 Independent 1.3V@3A 1kV 3A 500ns 5uA@1kV 70A SMAF Fast Recovery / High Efficiency Diodes ROHS
C18199124  | Promo | US1MF                        | hongjiacheng       | SMAF           | 0.0136 | 0.0136 |   53850 | -55℃~+150℃ 1 Independent 1.7V@1A 1A 1kV 30A 5uA 75ns SMAF Fast Recovery / High Efficiency Diodes ROHS
C18199162  | Promo | ES2DB                        | hongjiacheng       | SMB            | 0.0301 | 0.0242 |    2898 | -55℃~+150℃ 1 Independent 1V@2A 200V 2A 2uA@200V 35ns 50A SMB Fast Recovery / High Efficiency Diodes ROHS
C18199141  | Promo | ES2JB                        | hongjiacheng       | SMB            | 0.0257 | 0.0257 |    7023 | -55℃~+150℃ 1 Independent 1.7V@2A 2A 2uA@600V 35ns 50A 600V SMB Fast Recovery / High Efficiency Diodes ROHS
C18199142  | Promo | ES3DB                        | hongjiacheng       | SMB            | 0.0416 | 0.0336 |   25951 | -55℃~+150℃ 1 Independent 100A 1V@3A 200V 2uA@200V 35ns 3A SMB Fast Recovery / High Efficiency Diodes ROHS
C18199163  | Promo | ES3JB                        | hongjiacheng       | SMB            | 0.0344 | 0.0344 |  194851 | -55℃~+150℃ 1 Independent 1.7V@3A 100A 2uA@600V 35ns 3A 600V SMB Fast Recovery / High Efficiency Diodes ROHS
C18199143  | Promo | ES5JB                        | hongjiacheng       | SMB            | 0.0536 | 0.0424 |   31142 | -55℃~+150℃ 1 Independent 1.7V@5A 150A 2uA@600V 35ns 5A 600V SMB Fast Recovery / High Efficiency Diodes ROHS
C18199119  | Promo | RS3MB                        | hongjiacheng       | SMB            | 0.0342 | 0.0342 |   66695 | -55℃~+150℃ 1 Independent 1.3V@3A 100A 1kV 2uA@1000V 3A 500ns SMB Fast Recovery / High Efficiency Diodes ROHS
C18199134  | Promo | US2MB                        | hongjiacheng       | SMB            | 0.0267 | 0.0267 |   31062 | -55℃~+150℃ 1 Independent 1.7V@2A 1kV 2A 2uA@1000V 50A 75ns SMB Fast Recovery / High Efficiency Diodes ROHS
C18199154  | Promo | ES5JBF                       | hongjiacheng       | SMBF           | 0.0350 | 0.0309 |   55357 | -55℃~+150℃ 1 Independent 1.7V@5A 150A 2uA@600V 35ns 5A 600V SMBF Fast Recovery / High Efficiency Diodes ROHS
C18199135  | Promo | US3MBF                       | hongjiacheng       | SMBF           | 0.0391 | 0.0314 |   56794 | -55℃~+150℃ 1 Independent 1.7V@3A 100A 1kV 2uA@1000V 3A 75ns SMBF Fast Recovery / High Efficiency Diodes ROHS
C18199164  | Promo | ES3DC                        | hongjiacheng       | SMC            | 0.0731 | 0.0579 |     149 | -55℃~+150℃ 1 Independent 100A 1V@3A 200V 2uA@200V 35ns 3A SMC Fast Recovery / High Efficiency Diodes ROHS
C18199165  | Promo | ES3JC                        | hongjiacheng       | SMC            | 0.0723 | 0.0439 |    1026 | -55℃~+150℃ 1 Independent 1.7V@3A 100A 2uA 35ns 3A 600V SMC Fast Recovery / High Efficiency Diodes ROHS
C18199144  | Promo | ES5DC                        | hongjiacheng       | SMC            | 0.0731 | 0.0579 |   47796 | -55℃~+150℃ 1 Independent 150A 1V@5A 200V 2uA@200V 35ns 5A SMC Fast Recovery / High Efficiency Diodes ROHS
C18199145  | Promo | ES5GC                        | hongjiacheng       | SMC            | 0.0726 | 0.0576 |    5960 | -55℃~+150℃ 1 Independent 1.3V@5A 150A 2uA@400V 35ns 400V 5A SMC Fast Recovery / High Efficiency Diodes ROHS
C18199166  | Promo | ES5JC                        | hongjiacheng       | SMC            | 0.0637 | 0.0525 |   37896 | -55℃~+150℃ 1 Independent 1.7V@5A 150A 2uA@600V 35ns 5A 600V SMC Fast Recovery / High Efficiency Diodes ROHS
C18199167  | Promo | ES8JC                        | hongjiacheng       | SMC            | 0.1213 | 0.0963 |   54189 | -55℃~+150℃ 1 Independent 1.7V@8A 175A 2uA@600V 35ns 600V 8A SMC Fast Recovery / High Efficiency Diodes ROHS
C18199120  | Promo | RS3MC                        | hongjiacheng       | SMC            | 0.0533 | 0.0425 |    1901 | -55℃~+150℃ 1 Independent 1.3V@3A 100A 1kV 2uA@1000V 3A 500ns SMC Fast Recovery / High Efficiency Diodes ROHS
C18199121  | Promo | RS5MC                        | hongjiacheng       | SMC            | 0.0478 | 0.0425 |   15398 | -55℃~+150℃ 1 Independent 1.3V@5A 150A 1kV 2uA@1000V 500ns 5A SMC Fast Recovery / High Efficiency Diodes ROHS
C18199130  | Promo | US3MC                        | hongjiacheng       | SMC            | 0.0668 | 0.0533 |   42201 | -55℃~+150℃ 1 Independent 1.7V@3A 100A 1kV 2uA@1000V 3A 75ns SMC Fast Recovery / High Efficiency Diodes ROHS
C18199131  | Promo | US5MC                        | hongjiacheng       | SMC            | 0.0737 | 0.0585 |   17019 | -55℃~+150℃ 1 Independent 1.7V@5A 150A 1kV 2uA@1000V 5A 75ns SMC Fast Recovery / High Efficiency Diodes ROHS
C18199136  | Promo | US8MC                        | hongjiacheng       | SMC            | 0.1011 | 0.0800 |    4574 | -55℃~+150℃ 1 Independent 1.7V@5A 175A 1kV 2uA 75ns 8A SMC Fast Recovery / High Efficiency Diodes ROHS
C18199155  | Promo | ES1DW                        | hongjiacheng       | SOD-123FL      | 0.0125 | 0.0125 |  458731 | -55℃~+150℃ 1 Independent 1A 1V@1A 200V 2uA@200V 30A 35ns SOD-123FL Fast Recovery / High Efficiency Diodes ROHS
